obserwacja;dla_2_atrybutow;%_obserwacji_2;dla_3_atrybutow;%_obserwacji_3;dla_4_atrybutow;%_obserwacji_4;dla_5_atrybutow;%_obserwacji_5;dla_6_atrybutow;%_obserwacji_6;dla_7_atrybutow;%_obserwacji_7;dla_8_atrybutow;%_obserwacji_8;dla_9_atrybutow;%_obserwacji_9;dla_10_atrybutow;%_obserwacji_10;dla_wszystkich_kombinacji;%_obserwacji_caly_zbior
0;0;0.000;2;1.667;1;0.476;2;0.794;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;5;0.494
2;16;35.556;45;37.500;90;42.857;126;50.000;126;60.000;84;70.000;36;80.000;9;90.000;1;100.000;533;52.616
3;1;2.222;1;0.833;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;2;0.197
4;6;13.333;13;10.833;6;2.857;1;0.397;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;26;2.567
7;18;40.000;52;43.333;90;42.857;127;50.397;120;57.143;81;67.500;34;75.556;7;70.000;1;100.000;530;52.320
9;5;11.111;4;3.333;2;0.952;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;11;1.086
10;13;28.889;17;14.167;25;11.905;20;7.937;12;5.714;2;1.667;0;0.000;0;0.000;0;0.000;89;8.786
11;9;20.000;30;25.000;41;19.524;48;19.048;19;9.048;5;4.167;0;0.000;0;0.000;0;0.000;152;15.005
12;7;15.556;12;10.000;35;16.667;60;23.810;56;26.667;30;25.000;11;24.444;0;0.000;0;0.000;211;20.829
13;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
14;6;13.333;12;10.000;24;11.429;23;9.127;12;5.714;6;5.000;1;2.222;0;0.000;0;0.000;84;8.292
16;3;6.667;3;2.500;1;0.476;2;0.794;1;0.476;0;0.000;0;0.000;0;0.000;0;0.000;10;0.987
18;6;13.333;8;6.667;8;3.810;8;3.175;7;3.333;0;0.000;0;0.000;0;0.000;0;0.000;37;3.653
20;3;6.667;9;7.500;13;6.190;10;3.968;2;0.952;1;0.833;0;0.000;0;0.000;0;0.000;38;3.751
22;2;4.444;2;1.667;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;4;0.395
26;12;26.667;39;32.500;73;34.762;63;25.000;36;17.143;16;13.333;5;11.111;0;0.000;0;0.000;244;24.087
27;5;11.111;8;6.667;14;6.667;9;3.571;10;4.762;2;1.667;0;0.000;0;0.000;0;0.000;48;4.738
29;1;2.222;1;0.833;1;0.476;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;3;0.296
30;9;20.000;22;18.333;29;13.810;21;8.333;2;0.952;0;0.000;0;0.000;0;0.000;0;0.000;83;8.193
33;2;4.444;3;2.500;2;0.952;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;7;0.691
35;9;20.000;36;30.000;82;39.048;120;47.619;115;54.762;73;60.833;30;66.667;8;80.000;1;100.000;474;46.792
36;7;15.556;11;9.167;30;14.286;32;12.698;1;0.476;0;0.000;0;0.000;0;0.000;0;0.000;81;7.996
37;1;2.222;1;0.833;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;2;0.197
38;4;8.889;11;9.167;12;5.714;7;2.778;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;34;3.356
40;3;6.667;7;5.833;3;1.429;7;2.778;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;20;1.974
42;2;4.444;3;2.500;3;1.429;1;0.397;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;9;0.888
43;1;2.222;1;0.833;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;2;0.197
44;7;15.556;14;11.667;10;4.762;7;2.778;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;38;3.751
45;8;17.778;23;19.167;36;17.143;53;21.032;50;23.810;32;26.667;14;31.111;4;40.000;0;0.000;220;21.718
46;11;24.444;38;31.667;58;27.619;65;25.794;61;29.048;40;33.333;20;44.444;6;60.000;1;100.000;300;29.615
47;5;11.111;8;6.667;8;3.810;11;4.365;9;4.286;1;0.833;0;0.000;0;0.000;0;0.000;42;4.146
49;12;26.667;23;19.167;47;22.381;54;21.429;56;26.667;41;34.167;16;35.556;5;50.000;0;0.000;254;25.074
51;8;17.778;11;9.167;13;6.190;13;5.159;10;4.762;2;1.667;0;0.000;0;0.000;0;0.000;57;5.627
53;11;24.444;11;9.167;17;8.095;21;8.333;18;8.571;15;12.500;6;13.333;0;0.000;0;0.000;99;9.773
