obserwacja;dla_2_atrybutow;%_obserwacji_2;dla_3_atrybutow;%_obserwacji_3;dla_4_atrybutow;%_obserwacji_4;dla_5_atrybutow;%_obserwacji_5;dla_6_atrybutow;%_obserwacji_6;dla_7_atrybutow;%_obserwacji_7;dla_8_atrybutow;%_obserwacji_8;dla_9_atrybutow;%_obserwacji_9;dla_10_atrybutow;%_obserwacji_10;dla_wszystkich_kombinacji;%_obserwacji_caly_zbior
2;11;24.444;36;30.000;80;38.095;68;26.984;69;32.857;47;39.167;13;28.889;1;10.000;0;0.000;325;32.083
4;4;8.889;2;1.667;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;6;0.592
7;11;24.444;28;23.333;48;22.857;75;29.762;73;34.762;37;30.833;14;31.111;6;60.000;0;0.000;292;28.825
10;4;8.889;9;7.500;8;3.810;7;2.778;2;0.952;1;0.833;0;0.000;0;0.000;0;0.000;31;3.060
11;9;20.000;9;7.500;7;3.333;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;25;2.468
12;1;2.222;4;3.333;1;0.476;1;0.397;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;7;0.691
14;1;2.222;0;0.000;1;0.476;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;2;0.197
18;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
20;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
26;9;20.000;18;15.000;19;9.048;2;0.794;3;1.429;0;0.000;0;0.000;0;0.000;0;0.000;51;5.035
27;1;2.222;2;1.667;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;3;0.296
30;5;11.111;4;3.333;9;4.286;6;2.381;4;1.905;0;0.000;0;0.000;0;0.000;0;0.000;28;2.764
35;9;20.000;34;28.333;70;33.333;55;21.825;12;5.714;5;4.167;2;4.444;0;0.000;0;0.000;187;18.460
36;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
38;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
44;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
45;4;8.889;6;5.000;9;4.286;8;3.175;3;1.429;1;0.833;0;0.000;0;0.000;0;0.000;31;3.060
46;6;13.333;8;6.667;9;4.286;2;0.794;0;0.000;4;3.333;0;0.000;0;0.000;0;0.000;29;2.863
47;2;4.444;1;0.833;0;0.000;1;0.397;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;4;0.395
49;7;15.556;15;12.500;25;11.905;11;4.365;9;4.286;3;2.500;0;0.000;0;0.000;0;0.000;70;6.910
53;2;4.444;1;0.833;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;3;0.296
54;2;4.444;1;0.833;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;3;0.296
55;1;2.222;2;1.667;7;3.333;3;1.190;1;0.476;0;0.000;0;0.000;0;0.000;0;0.000;14;1.382
57;9;20.000;8;6.667;19;9.048;19;7.540;9;4.286;0;0.000;0;0.000;0;0.000;0;0.000;64;6.318
60;9;20.000;36;30.000;77;36.667;108;42.857;69;32.857;36;30.000;10;22.222;1;10.000;0;0.000;346;34.156
63;8;17.778;11;9.167;21;10.000;14;5.556;9;4.286;0;0.000;0;0.000;0;0.000;0;0.000;63;6.219
64;2;4.444;5;4.167;3;1.429;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;10;0.987
66;7;15.556;14;11.667;23;10.952;23;9.127;18;8.571;6;5.000;2;4.444;0;0.000;0;0.000;93;9.181
68;9;20.000;16;13.333;5;2.381;2;0.794;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;32;3.159
71;2;4.444;0;0.000;0;0.000;1;0.397;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;3;0.296
78;4;8.889;7;5.833;7;3.333;6;2.381;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;24;2.369
80;0;0.000;0;0.000;2;0.952;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;2;0.197
81;9;20.000;23;19.167;55;26.190;55;21.825;52;24.762;45;37.500;27;60.000;4;40.000;1;100.000;271;26.752
84;0;0.000;1;0.833;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
85;1;2.222;2;1.667;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;3;0.296
86;3;6.667;6;5.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;9;0.888
87;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
88;12;26.667;17;14.167;28;13.333;46;18.254;39;18.571;13;10.833;6;13.333;0;0.000;0;0.000;161;15.893
89;2;4.444;1;0.833;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;3;0.296
90;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
92;3;6.667;6;5.000;13;6.190;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;22;2.172
93;2;4.444;3;2.500;3;1.429;1;0.397;2;0.952;0;0.000;0;0.000;0;0.000;0;0.000;11;1.086
97;10;22.222;22;18.333;30;14.286;47;18.651;37;17.619;25;20.833;2;4.444;1;10.000;0;0.000;174;17.177
98;4;8.889;2;1.667;2;0.952;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;8;0.790
100;4;8.889;5;4.167;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;9;0.888
101;5;11.111;4;3.333;6;2.857;1;0.397;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;16;1.579
104;2;4.444;1;0.833;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;3;0.296
105;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
107;7;15.556;19;15.833;25;11.905;25;9.921;14;6.667;1;0.833;0;0.000;0;0.000;0;0.000;91;8.983
108;3;6.667;3;2.500;4;1.905;3;1.190;2;0.952;0;0.000;2;4.444;0;0.000;0;0.000;17;1.678
109;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
110;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
113;5;11.111;3;2.500;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;8;0.790
114;8;17.778;5;4.167;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;13;1.283
117;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
123;2;4.444;3;2.500;2;0.952;1;0.397;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;8;0.790
124;6;13.333;8;6.667;21;10.000;23;9.127;3;1.429;0;0.000;0;0.000;0;0.000;0;0.000;61;6.022
125;8;17.778;12;10.000;11;5.238;8;3.175;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;39;3.850
127;17;37.778;29;24.167;51;24.286;80;31.746;63;30.000;30;25.000;21;46.667;5;50.000;0;0.000;296;29.220
128;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
129;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
130;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
131;4;8.889;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;4;0.395
132;4;8.889;5;4.167;4;1.905;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;13;1.283
133;4;8.889;8;6.667;15;7.143;10;3.968;6;2.857;4;3.333;1;2.222;0;0.000;0;0.000;48;4.738
136;4;8.889;7;5.833;3;1.429;3;1.190;6;2.857;1;0.833;0;0.000;0;0.000;0;0.000;24;2.369
137;8;17.778;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;8;0.790
138;9;20.000;36;30.000;48;22.857;54;21.429;30;14.286;5;4.167;0;0.000;0;0.000;0;0.000;182;17.966
140;10;22.222;21;17.500;32;15.238;37;14.683;35;16.667;20;16.667;7;15.556;2;20.000;0;0.000;164;16.190
141;10;22.222;21;17.500;23;10.952;33;13.095;16;7.619;3;2.500;3;6.667;0;0.000;0;0.000;109;10.760
143;7;15.556;10;8.333;4;1.905;6;2.381;7;3.333;0;0.000;0;0.000;0;0.000;0;0.000;34;3.356
144;4;8.889;1;0.833;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;5;0.494
146;9;20.000;32;26.667;28;13.333;26;10.317;3;1.429;0;0.000;0;0.000;0;0.000;0;0.000;98;9.674
148;2;4.444;2;1.667;2;0.952;2;0.794;0;0.000;1;0.833;0;0.000;0;0.000;0;0.000;9;0.888
149;8;17.778;16;13.333;25;11.905;21;8.333;13;6.190;2;1.667;9;20.000;0;0.000;0;0.000;94;9.279
155;9;20.000;15;12.500;35;16.667;4;1.587;6;2.857;0;0.000;3;6.667;0;0.000;0;0.000;72;7.108
156;9;20.000;15;12.500;22;10.476;14;5.556;8;3.810;0;0.000;0;0.000;0;0.000;0;0.000;68;6.713
158;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
160;3;6.667;1;0.833;0;0.000;1;0.397;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;5;0.494
162;9;20.000;21;17.500;35;16.667;43;17.063;16;7.619;15;12.500;4;8.889;1;10.000;0;0.000;144;14.215
163;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
164;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
168;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
169;4;8.889;4;3.333;8;3.810;3;1.190;0;0.000;1;0.833;0;0.000;0;0.000;0;0.000;20;1.974
171;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
172;3;6.667;3;2.500;3;1.429;3;1.190;6;2.857;0;0.000;0;0.000;0;0.000;0;0.000;18;1.777
175;3;6.667;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;3;0.296
179;1;2.222;4;3.333;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;5;0.494
180;5;11.111;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;5;0.494
181;9;20.000;33;27.500;56;26.667;40;15.873;45;21.429;12;10.000;0;0.000;0;0.000;0;0.000;195;19.250
183;9;20.000;36;30.000;57;27.143;53;21.032;27;12.857;0;0.000;0;0.000;0;0.000;0;0.000;182;17.966
187;0;0.000;1;0.833;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
190;10;22.222;32;26.667;50;23.810;56;22.222;35;16.667;27;22.500;3;6.667;3;30.000;0;0.000;216;21.323
192;9;20.000;36;30.000;56;26.667;59;23.413;26;12.381;1;0.833;3;6.667;0;0.000;0;0.000;190;18.756
193;9;20.000;35;29.167;34;16.190;1;0.397;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;79;7.799
194;9;20.000;20;16.667;1;0.476;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;30;2.962
195;0;0.000;1;0.833;1;0.476;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;2;0.197
198;12;26.667;29;24.167;62;29.524;69;27.381;56;26.667;39;32.500;18;40.000;5;50.000;0;0.000;290;28.628
201;12;26.667;49;40.833;76;36.190;103;40.873;83;39.524;59;49.167;29;64.444;6;60.000;1;100.000;418;41.264
203;1;2.222;1;0.833;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;2;0.197
205;1;2.222;4;3.333;2;0.952;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;7;0.691
208;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
209;9;20.000;19;15.833;28;13.333;11;4.365;7;3.333;1;0.833;0;0.000;0;0.000;0;0.000;75;7.404
212;10;22.222;34;28.333;51;24.286;68;26.984;37;17.619;20;16.667;5;11.111;0;0.000;0;0.000;225;22.211
214;3;6.667;8;6.667;9;4.286;6;2.381;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;26;2.567
215;2;4.444;1;0.833;1;0.476;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;4;0.395
