obserwacja;dla_2_atrybutow;%_obserwacji_2;dla_3_atrybutow;%_obserwacji_3;dla_4_atrybutow;%_obserwacji_4;dla_5_atrybutow;%_obserwacji_5;dla_6_atrybutow;%_obserwacji_6;dla_7_atrybutow;%_obserwacji_7;dla_8_atrybutow;%_obserwacji_8;dla_9_atrybutow;%_obserwacji_9;dla_10_atrybutow;%_obserwacji_10;dla_wszystkich_kombinacji;%_obserwacji_caly_zbior
2;9;20.000;36;30.000;69;32.857;56;22.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;170;16.782
7;3;6.667;9;7.500;8;3.810;10;3.968;2;0.952;0;0.000;0;0.000;0;0.000;0;0.000;32;3.159
11;3;6.667;1;0.833;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;4;0.395
26;3;6.667;3;2.500;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;6;0.592
30;1;2.222;1;0.833;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;2;0.197
35;9;20.000;24;20.000;19;9.048;6;2.381;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;58;5.726
45;1;2.222;1;0.833;1;0.476;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;3;0.296
46;2;4.444;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;2;0.197
49;3;6.667;5;4.167;4;1.905;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;12;1.185
57;1;2.222;8;6.667;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;9;0.888
60;9;20.000;27;22.500;32;15.238;17;6.746;1;0.476;0;0.000;0;0.000;0;0.000;0;0.000;86;8.490
63;2;4.444;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;2;0.197
64;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
66;1;2.222;3;2.500;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;4;0.395
68;2;4.444;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;2;0.197
78;2;4.444;1;0.833;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;3;0.296
81;4;8.889;14;11.667;12;5.714;17;6.746;13;6.190;0;0.000;0;0.000;0;0.000;0;0.000;60;5.923
85;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
86;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
88;2;4.444;8;6.667;10;4.762;1;0.397;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;21;2.073
89;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
92;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
97;3;6.667;5;4.167;3;1.429;1;0.397;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;12;1.185
100;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
107;3;6.667;3;2.500;2;0.952;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;8;0.790
124;1;2.222;8;6.667;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;9;0.888
125;2;4.444;1;0.833;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;3;0.296
127;4;8.889;10;8.333;15;7.143;21;8.333;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;50;4.936
138;9;20.000;21;17.500;14;6.667;4;1.587;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;48;4.738
140;2;4.444;4;3.333;2;0.952;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;8;0.790
141;2;4.444;2;1.667;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;4;0.395
143;1;2.222;1;0.833;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;2;0.197
146;9;20.000;7;5.833;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;16;1.579
149;2;4.444;1;0.833;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;3;0.296
155;5;11.111;8;6.667;2;0.952;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;15;1.481
156;2;4.444;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;2;0.197
162;2;4.444;1;0.833;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;3;0.296
179;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
181;9;20.000;5;4.167;1;0.476;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;15;1.481
183;9;20.000;36;30.000;19;9.048;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;64;6.318
190;6;13.333;5;4.167;3;1.429;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;14;1.382
192;9;20.000;25;20.833;11;5.238;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;45;4.442
193;9;20.000;3;2.500;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;12;1.185
194;5;11.111;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;5;0.494
198;9;20.000;15;12.500;8;3.810;9;3.571;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;41;4.047
201;12;26.667;22;18.333;34;16.190;51;20.238;15;7.143;19;15.833;0;0.000;0;0.000;0;0.000;153;15.104
205;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
209;9;20.000;8;6.667;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;17;1.678
212;9;20.000;17;14.167;26;12.381;21;8.333;6;2.857;0;0.000;0;0.000;0;0.000;0;0.000;79;7.799
214;1;2.222;1;0.833;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;2;0.197
223;1;2.222;4;3.333;1;0.476;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;6;0.592
226;4;8.889;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;4;0.395
231;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
232;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
234;1;2.222;1;0.833;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;2;0.197
236;5;11.111;10;8.333;13;6.190;11;4.365;2;0.952;0;0.000;0;0.000;0;0.000;0;0.000;41;4.047
238;9;20.000;8;6.667;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;17;1.678
247;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
250;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
256;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
257;4;8.889;2;1.667;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;6;0.592
258;3;6.667;9;7.500;7;3.333;4;1.587;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;23;2.270
261;4;8.889;6;5.000;7;3.333;9;3.571;7;3.333;3;2.500;1;2.222;0;0.000;0;0.000;37;3.653
