obserwacja;dla_2_atrybutow;%_obserwacji_2;dla_3_atrybutow;%_obserwacji_3;dla_4_atrybutow;%_obserwacji_4;dla_5_atrybutow;%_obserwacji_5;dla_6_atrybutow;%_obserwacji_6;dla_7_atrybutow;%_obserwacji_7;dla_8_atrybutow;%_obserwacji_8;dla_9_atrybutow;%_obserwacji_9;dla_10_atrybutow;%_obserwacji_10;dla_wszystkich_kombinacji;%_obserwacji_caly_zbior
2;11;24.444;36;30.000;84;40.000;125;49.603;119;56.667;75;62.500;33;73.333;8;80.000;1;100.000;492;48.569
4;4;8.889;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;4;0.395
7;9;20.000;26;21.667;42;20.000;55;21.825;40;19.048;28;23.333;13;28.889;4;40.000;0;0.000;217;21.422
9;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
10;5;11.111;7;5.833;3;1.429;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;15;1.481
11;9;20.000;3;2.500;1;0.476;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;13;1.283
12;2;4.444;9;7.500;10;4.762;4;1.587;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;25;2.468
14;1;2.222;6;5.000;1;0.476;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;8;0.790
18;2;4.444;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;2;0.197
20;1;2.222;1;0.833;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;2;0.197
26;11;24.444;17;14.167;10;4.762;2;0.794;2;0.952;0;0.000;0;0.000;0;0.000;0;0.000;42;4.146
27;1;2.222;1;0.833;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;2;0.197
30;5;11.111;5;4.167;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;10;0.987
35;9;20.000;28;23.333;51;24.286;50;19.841;39;18.571;14;11.667;3;6.667;0;0.000;0;0.000;194;19.151
36;3;6.667;4;3.333;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;7;0.691
38;1;2.222;1;0.833;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;2;0.197
40;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
44;2;4.444;1;0.833;1;0.476;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;4;0.395
45;4;8.889;4;3.333;7;3.333;6;2.381;2;0.952;0;0.000;0;0.000;0;0.000;0;0.000;23;2.270
46;9;20.000;8;6.667;12;5.714;11;4.365;4;1.905;0;0.000;0;0.000;0;0.000;0;0.000;44;4.344
47;2;4.444;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;2;0.197
49;4;8.889;11;9.167;12;5.714;12;4.762;6;2.857;0;0.000;0;0.000;0;0.000;0;0.000;45;4.442
