obserwacja;dla_2_atrybutow;%_obserwacji_2;dla_3_atrybutow;%_obserwacji_3;dla_4_atrybutow;%_obserwacji_4;dla_5_atrybutow;%_obserwacji_5;dla_6_atrybutow;%_obserwacji_6;dla_7_atrybutow;%_obserwacji_7;dla_8_atrybutow;%_obserwacji_8;dla_9_atrybutow;%_obserwacji_9;dla_10_atrybutow;%_obserwacji_10;dla_wszystkich_kombinacji;%_obserwacji_caly_zbior
2;16;35.556;36;30.000;84;40.000;125;49.603;82;39.048;26;21.667;0;0.000;0;0.000;0;0.000;369;36.426
4;3;6.667;1;0.833;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;4;0.395
7;10;22.222;25;20.833;43;20.476;46;18.254;37;17.619;10;8.333;0;0.000;0;0.000;0;0.000;171;16.881
10;4;8.889;4;3.333;1;0.476;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;9;0.888
11;9;20.000;21;17.500;7;3.333;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;37;3.653
12;2;4.444;1;0.833;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;3;0.296
14;3;6.667;1;0.833;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;4;0.395
16;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
18;2;4.444;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;2;0.197
20;1;2.222;3;2.500;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;4;0.395
26;9;20.000;21;17.500;16;7.619;3;1.190;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;49;4.837
27;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
30;6;13.333;5;4.167;8;3.810;6;2.381;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;25;2.468
35;9;20.000;36;30.000;65;30.952;62;24.603;22;10.476;1;0.833;0;0.000;0;0.000;0;0.000;195;19.250
36;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
38;2;4.444;1;0.833;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;3;0.296
44;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
45;6;13.333;8;6.667;10;4.762;11;4.365;5;2.381;0;0.000;0;0.000;0;0.000;0;0.000;40;3.949
46;7;15.556;10;8.333;9;4.286;3;1.190;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;29;2.863
47;1;2.222;2;1.667;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;3;0.296
49;9;20.000;21;17.500;26;12.381;33;13.095;8;3.810;0;0.000;0;0.000;0;0.000;0;0.000;97;9.576
51;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
53;1;2.222;2;1.667;1;0.476;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;4;0.395
54;2;4.444;1;0.833;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;3;0.296
55;3;6.667;4;3.333;1;0.476;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;8;0.790
57;6;13.333;8;6.667;28;13.333;3;1.190;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;45;4.442
59;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
60;9;20.000;36;30.000;77;36.667;89;35.317;48;22.857;16;13.333;0;0.000;0;0.000;0;0.000;275;27.147
63;10;22.222;11;9.167;5;2.381;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;26;2.567
64;3;6.667;5;4.167;5;2.381;1;0.397;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;14;1.382
66;7;15.556;13;10.833;18;8.571;6;2.381;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;44;4.344
68;9;20.000;12;10.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;21;2.073
71;2;4.444;1;0.833;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;3;0.296
78;8;17.778;11;9.167;7;3.333;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;26;2.567
80;2;4.444;1;0.833;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;3;0.296
81;13;28.889;33;27.500;61;29.048;59;23.413;47;22.381;22;18.333;6;13.333;0;0.000;0;0.000;241;23.791
83;2;4.444;3;2.500;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;5;0.494
84;2;4.444;1;0.833;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;3;0.296
85;1;2.222;8;6.667;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;9;0.888
86;3;6.667;8;6.667;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;11;1.086
87;1;2.222;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.099
88;13;28.889;18;15.000;31;14.762;36;14.286;13;6.190;0;0.000;0;0.000;0;0.000;0;0.000;111;10.958
89;2;4.444;8;6.667;1;0.476;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;11;1.086
92;2;4.444;8;6.667;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;10;0.987
93;3;6.667;2;1.667;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;5;0.494
97;11;24.444;22;18.333;27;12.857;16;6.349;5;2.381;0;0.000;0;0.000;0;0.000;0;0.000;81;7.996
98;6;13.333;3;2.500;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;9;0.888
100;9;20.000;8;6.667;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;17;1.678
